notification_type,notification_no,notification_date,contract_acct,cause_code,meter_no,prediction,probability
ZQ,65ea38de9ac5f4979315666eacc032fa,2021-01-04,85d33b6c38eac002f547dab090f5321e,Meter Stopped/Stuck,ef06aeab82139eab1988a234c39e2760,False,
ZQ,0380895246408d2612e9191901836f68,2021-01-04,92f3bc67870d37ca25240546fa2f2da5,Meter Stopped/Stuck,30c175ff2f380c88be2f8aad157cedeb,False,
ZQ,6cbc1c7a32a3747d7a97bad2ca055fd2,2021-01-04,2627cd168e23bff2cdb3a59aa2841554,Meter Stopped/Stuck,8353258ffad210c0922f01a8bb2508b2,True,
ZQ,3af39975d791988352cd8b9626746ca4,2021-01-04,35539b04d96fceb50908692dbe8aa673,Low Consumption,2a2bf42f5e3ec1c239daca1ea71c0ebd,False,
ZQ,2c3c5cecd264e7fa8717d73969822002,2021-01-04,0e4b66bacf2bf4f6c0cf6e3551f0e693,Meter Stopped/Stuck,b4c906562dc9943f2f52951463d2e9cb,True,
ZQ,23f6014f74b5e554d4cb169d37e68b67,2021-01-04,68b514aae269764f6356167e45dba966,Meter Stopped/Stuck,09e6d626c174e123338e55f8ccd1f5ce,False,
ZQ,70f2c26a1c3d417b24ff45322acf1954,2021-01-04,4e0e26d650ea37c3537eb60ddc1a4f89,Meter Stopped/Stuck,71f6d4550003850c4d52d316dbe29879,False,
ZQ,7598724d2c297628dc04947f6522f323,2021-01-04,eda15751caf67371537b6acd2f22448b,High Consumption,365b5daf855798e6db5b3ad304cf6a07,True,
ZQ,df905ea190e791751ea0e41f9f6ed00c,2021-01-04,bad78fdfaca13025375d9f1e32fd254d,Meter Stopped/Stuck,1b1dfaa471c723bf9ad5fe58de145891,False,
ZQ,9655fb0b2c5092552cc03fc29640394a,2021-01-04,996a44a497e83d3a3ece522b2f16cdd2,High Consumption,1b009516f8fc564bdb589960e66dc8e8,True,
ZQ,9c9310c5f0a16ab4d50ee6279fe947da,2021-01-04,f0871309250795ebaecb4010e6a8e534,High Consumption,a41c98d51edb9b3ac6195cb7d202a35e,True,
ZQ,178a6b342a7741bb32693f4bc36eb881,2021-01-04,17d79f08e053f0a1ca200c8dbd17843c,High Consumption,7ce2fc0cc9e46e3d53e83fd5180f4ab3,True,
ZQ,016b9dc64bbdfea8ff7182df4c828bfd,2021-01-04,2675c13557fe16ec6768efcea9b75496,High Consumption,0cd3d3f3a08860c33099f98ee2d11602,True,
ZQ,614536b1237b1fa3134f9c2559e99e09,2021-01-04,484ab428ac986136ccd409894378e45b,Meter Stopped/Stuck,2d4200c5f6957d5ed05b76b3408fd00a,False,
ZQ,f1985d523091c463f23820835da625f2,2021-01-04,3cf3fe288b23d677f07554ed0b6588bc,High Consumption,e741cf0a8aa93c6ecb52e78abf5a0455,False,
ZQ,7e69fe5a01e42c3166ecdf223d4ff995,2021-01-04,5b4aec58e9cbb1f9c216413325470664,Low Consumption,7ffff3ad223982614d84647269c08b9e,False,
ZQ,5950f0fc9055efd7f783b405ddd35e86,2021-01-04,dea89c4bcb1065597008d1db3ed7fac1,High Consumption,2968f2749624a681c769f4c8166226a1,False,
ZQ,e8923b9ebe75eb9a266886cafc05f107,2021-01-04,0239cde41f6713af3cbaa9a751949652,Low Consumption,4540dcd592100b6244133e752675f999,False,
ZQ,7e21cab6dec318152fc92bc59ef5b4d6,2021-01-04,62046b60e3723aa59c8810b68af221c2,Low Consumption,440f74a48ce8a93dd810ebe23e1d57f6,False,
ZQ,0a12c8a46e11f8b1e8911f3f672385a8,2021-01-04,2b8db2c192d531fdb89dbcadb2e736b5,Meter Stopped/Stuck,eac12adf94d3ee02ef0708f9bbbf5c91,False,
ZQ,fe7c95d25a5933b121a9ecf78bd87bdd,2021-01-04,1e8b5700232f7032f1f993f81375cc1e,Low Consumption,8bd7ae490bd364e923ee82159adb1db6,True,
ZQ,c5c8ab3eadb1b7dae8a1eecb308f3868,2021-01-04,d0688f8e0140ea5edc2038cbc4c7c676,Meter Stopped/Stuck,601191c90af730572650cacd973e49e6,False,
ZQ,c3d4ab665fbdcc1c4b29a03621d786ab,2021-01-04,ce7f429b35a062479ae6918979debdfe,High Consumption,a66a6342351d8b2819013b75eff76406,True,
ZQ,9872b4d932d4483a64d3a7c8f03630ab,2021-01-04,5456ee6ea14050e044500ad2b5099b89,Meter Stopped/Stuck,85969aeabf820bd1d55490dbc3b5dade,True,
ZQ,9d21efec54f99e316d74f8208dae4ba8,2021-01-04,7e28ffa6db478264049fa347a58aa65f,Meter Stopped/Stuck,8bad35cbd570a7cd716518384ba69b4a,True,
ZQ,ccb5f458fe186ea1640e087bcf328fef,2021-01-04,8218f67ec69795f3a6f0a52e965a656b,Low Consumption,0b66b594089dadad03013708be506a59,True,
ZQ,ae9f00ddb4de4578c6438f6632c8e285,2021-01-04,362d57d9ee5a0b74ab62ab2f3a1d5596,Meter Stopped/Stuck,b8fc61d9b8fd30817a18a2574c72f0e4,False,
ZQ,f52946c2bc385b52dd76f708869ba2f3,2021-01-04,40c9803052ca748af6f5326618b0a916,Meter Stopped/Stuck,40208e3fc5b85c29c19783db08d9e573,False,
ZQ,7ad847234ac872f7d5ac982f180efb14,2021-01-04,b2951f9d8003520cc5d7719f2274c452,Low Consumption,b493a197cf3ef33dd7343eb1eceb9060,False,
ZQ,008be84416aebf18680832a5fb968e2d,2021-01-04,81fe2d898e083a12978e8457fe1b3279,Low Consumption,601b176ad3d691e37d03efa63cf5034b,False,
ZQ,c714fd5349ab57c59185468fb0cd29c9,2021-01-04,cf0cf51fcaaeb00141450362e69d2d74,Meter Stopped/Stuck,529002c5f594bc66c741c78094538c79,False,
ZQ,c49e6c86d53a98542f252212ae2e8d81,2021-01-04,fafbd07c9e4f6e1d29c64b784ddddc46,Low Consumption,277d4d476f3db3c8f99b13aafee18300,True,
ZQ,9f7e119b33699cffb82cf216a8371f46,2021-01-04,636c06d38db1c7579df16f097cbc2a89,Meter Stopped/Stuck,5812eee823c99bfacd82ba88d9cdbc1a,True,
ZQ,b6b9bf080a8c0ad57f11df2f466fece0,2021-01-04,444f3b32fd518d53bf41f51f967d7e72,Low Consumption,4c3d57fada6f05bd67bc711c8fbc435e,True,
ZQ,4d3e264f6beb31ab938f7358e7729899,2021-01-04,2c0aca912c6e974541964015cde93637,High Consumption,47b2856e528be2254f6c1493b7ad4968,False,
ZQ,1c4341275677820f1cd638ee4fb3cff7,2021-01-04,da87cd497090ab5cb83c408cfb39b74e,Low Consumption,6cec96f32f9493b05cedaf3198ff0dbd,False,
ZQ,b82c1c6997fb7337b827e05eeed666bb,2021-01-04,b85c76b91a0b4ef846211f5c201c780f,High Consumption,2c30f1eb0405a0b279b9b239712d139b,False,
ZQ,dcf7f39848f051a398fc7c8497ef7452,2021-01-04,16d7d0a87d6bd09a9b70e78e924921c9,Meter Stopped/Stuck,f5995ed757eceb14c3bf169d39b36f82,True,
ZQ,a74db262a423354672e749c7e8bc39d4,2021-01-04,c27aa2e62c392ed31d727f929c904890,Meter Stopped/Stuck,8f387b0fd20da3d10282415b70d20e79,True,
ZQ,08fc8c1f1eee3ed5fd2516834a89f42c,2021-01-04,f3449deea4e6ec90237dd2e52cfb3595,High Consumption,82b5c8216b278f563dc6320158ddd7ea,True,
ZQ,d6ecc04750deab2f6fd107e23734f3b8,2021-01-04,6e822c6306123b9ef86a0faaea1aa0c6,Meter Stopped/Stuck,10fdcf0f93d5fc6e039bd0e393690e88,True,
ZQ,657aa7566e4b0cef138d28cc82ae78d9,2021-01-04,c5947c53afe6d4160704f6aca298f380,Low Consumption,854d302ec6af99f1589be0982d40b7a5,True,
ZK,0918679208366de16e9b1258f66e6a70,2021-01-04,b62544b2df998b4afad8300eacea93dc,High Consumption,714fcf5346cfccfdce66842a0c1b1b5e,True,
ZK,4bccad469c2359b75e3fea28cbaf8f5e,2021-01-04,5e7f750203f65d3b9566b54e873820f4,Low Consumption,aa618a4254a789f5d76be74d7a1a9597,True,
ZK,829349e01b38c2b07babf57e02808d6d,2021-01-04,7b9f010decbd4b3fd97c11f766db2bf9,High Consumption,a4b992b71aa722a7864f1eec8779cfb5,True,
ZK,05f02817c4194867cb98e03d560d4539,2021-01-04,a2643d74ab431182ec471fcac92c91ab,High Consumption,232d19995c7bb7bff6e674ff7729ac63,True,
ZK,007e721c12849c35c54f3d551d6400b1,2021-01-04,ccb8d442a5bf727a4dd0310447104f53,High Consumption,9099a36f1a6d8b82429051e940b1692e,True,
ZK,7b271e3fec17f955ae5e8d3b6dcc27ab,2021-01-04,8a004da9123fbd4075a079af323292bd,High Consumption,c19aa909eb66f77cdfe198813b7ca9e4,True,
ZK,89df7795a7b66e8e47eec680d5cb75b3,2021-01-04,2bc9d5c055b2c1309507e41f7ea2a212,High Consumption,5f2aa61b733d8b554f8b2ff4be316494,True,
ZK,6fd154996915d8eeae22d02c9da50ce5,2021-01-04,15aff9352c20f680176e5f792d7e69b1,High Consumption,71549799e07194136c6ba4dae118ad92,True,
ZK,2e644a37a30d302ec73b811b9ffd85db,2021-01-04,a4f0a180221638918e3841c608743e50,Low Consumption,fb44238a305312d246bd62e6e7aebe04,True,
