notification_type,notification_no,notification_date,contract_acct,cause_code,meter_no,prediction,probability
ZQ,9571b43cf549d1e0cfd72f947fa4f92b,7/1/21,206610e985d8c21d0aca42baacbd1b0b,High Consumption,abc4cc81f1593615a2219054c707243b,TRUE,
ZQ,0ae051701141a13025822e47a1fc2e94,7/1/21,ae91a4d6c505a717dad0e3322de7ace6,Meter Stopped/Stuck,1455237b4cd29ae49f9e0c6cd1f0ca39,TRUE,
ZQ,acabd9ce9207088543f2f781f2a8bca5,7/1/21,fb4b9f4cb391694e99f8aa7be4782d68,Meter Stopped/Stuck,9bfb5591faa03fbe8b53883e0252185c,FALSE,
ZQ,d0b2098b7d5acdd02d24943b968e23df,7/1/21,8bcc1852f51298ecaf757289b1c45b2c,Reversed Reading,b8cbeb4c185cfaf2f855fba9b70992ba,TRUE,
ZQ,cd22bdede24c955f1313119399413843,7/1/21,f58812c9e30078def39ca5bfb999aa3c,Low Consumption,58e3a3b0620c69857084f7f91cc033ad,FALSE,
ZQ,38c8642116098b70263a36133990d8d9,7/1/21,8a8173f515433f0b19cc912017337d21,Meter Stopped/Stuck,7c0e79d14d109e41bc01ccf9ba6d2235,FALSE,
ZQ,00200192c532914d27ff339cc707b2c5,7/1/21,af433f86a69317b165b5c3dd077e0268,Low Consumption,1c3c74bd80028aaf33ad726bbebc1fc1,TRUE,
ZQ,16bd88566eaedec512e6283bd6955bcd,7/1/21,da93a6a55925bd9a6e7528db120720b7,Low Consumption,02e7a522f49153889277b6add148154a,FALSE,
ZQ,b3944b2277a61d5022316e64d325e5ee,7/1/21,2d93d8a9b260056674214e2ceedf261f,High Consumption,ebc3ad3e9daf389f5639849bd57cfa1b,TRUE,
ZQ,1f3f253d59aabf82ebf4f9ce9974f033,7/1/21,cd87a7f6d06795eb59d0aee7710c70ef,Low Consumption,d8a4e10d87559ac735ca2e028045cf20,FALSE,
ZQ,afffa88222765d7a621c2182193decbb,7/1/21,1fb7739c1ab04df70d09bcb964c81269,High Consumption,48f799e5a76acbac25916c46a0381c5e,FALSE,
ZQ,54deab135ca10b1ca667a0ad0db4b346,7/1/21,1adba8ec8a21987e10a1198637e9f185,High Consumption,94807c5a27ba3a20a19bad6099d107cf,FALSE,
ZQ,f847e7d689a050b90f22dd6c5cf90b82,7/1/21,6ce7a520f9f81aabc06b5e563c2ff318,High Consumption,aa8bd00b41845dfe6b41b0c2ae3debb9,FALSE,
ZQ,507c454b822e54599cc8553f5eded71f,7/1/21,67b3d2c88e764447006eb99f073fe572,Low Consumption,d62d9278503070af1698390cf6f57941,TRUE,
ZQ,537f064baed9174cd69562c3b7024e39,7/1/21,8f3c4d17501bab5a301278bdbc659a0d,High Consumption,4cc88470f620038d7a4068ed1af5c109,TRUE,
ZQ,5ba72f159a4374626ac86b6c3c044747,7/1/21,9e1b298454e5b1ed2890eff5ef972fb9,Meter Stopped/Stuck,3f1457c98613fa5f63d29f2a4201fdf7,FALSE,
ZQ,a4c34a64b6a2bade7aa8a10c2b5b6239,7/1/21,5b6c8072bc841c2bf00e15cbeb795504,High Consumption,0333a7897a0989b476e4b3944a2a9ab2,TRUE,
ZQ,5a3139db6e317560be0f91d80e93f1ca,7/1/21,4d23666e85e97203b0334330c8b22ec9,Low Consumption,794310fa0a5537ee004fc97709834b95,TRUE,
ZQ,a39115ed8a63ec4805214ef671530639,7/1/21,3a97c8fdf82f4e0fc6c93318e5b34268,Low Consumption,ebe8401ad6fe9e5b51d9293e6eb9086f,TRUE,
ZQ,dc3506b540992faf3a1aa3a56a8d4d60,7/1/21,310633cf8aa6f03b3954e2055ea0076d,Meter Stopped/Stuck,2ec8669affdc22b6a63d7df199c1b057,FALSE,
ZQ,42359e85d075fde7af32ff01f565615e,7/1/21,699bf3a3f2a8f2449dc52d88f5448d39,Low Consumption,ecc78e1fe932ddb284a485e7e3074036,FALSE,
ZQ,1f1a8a71aee9d839686785d5aa98377f,7/1/21,ec0667d8d41b3f13629c4853328e59a3,Low Consumption,d3f0b8cf1cf079b982c378b5ce98d351,TRUE,
ZQ,44356cb4eabac8206195a458ac532dc0,7/1/21,e75d6de1e87af54f107c6f87f3a20828,Meter Stopped/Stuck,ed4867ab09a3faa2e58ac7907ad42a48,TRUE,
ZQ,554990d711e9ef42da85711d1392415d,7/1/21,d3980f9ff46cd937f483193c82502b48,Meter Stopped/Stuck,40f814d6f875e9550da6f3e7262d2e8f,TRUE,
ZQ,d71a3e9755bf7bec7900fb14ee03c674,7/1/21,70f9e642ca8c143ba1a3f40271921727,High Consumption,80daeffc8a6858faa83c2beeb082d11b,TRUE,
ZQ,19ffcd55ea2bed1a8e83b27c91eb4723,7/1/21,5c8edf97aaf9a4cef0c9b99fe5bb2dfa,Low Consumption,51e40452696d81283388c07bba6f6e32,TRUE,
ZQ,6b0ecc2a7deef64a29e1b68cca734ea0,7/1/21,2b0e0b13fba645978ea069bf646568bd,High Consumption,2f891876e4bf31944b933c64775a8229,FALSE,
ZQ,b4a8492e6ef89b685ba7c680b9d48026,7/1/21,42d9d2f3989fa383b1959e60e1a38f42,Low Consumption,a55b8c221fb1fea4f9a53dc0d3dbe1e7,TRUE,
ZQ,be78d3e8d7922d9e5f4eebd66f49f16f,7/1/21,3fb40ed671ddea92ccccaad6d79eb310,High Consumption,a896f06dff95ce6dbe5b92d7f7202c38,TRUE,
ZQ,97b3f029dbc5a084281a317e24bc24b0,7/1/21,13a8056b80e54f3b39efa77a7c03af94,Low Consumption,77475daee6f6e1c6b2824a6069715315,FALSE,
ZQ,e5456273f4f96a87c8d5c230a3e94718,7/1/21,95fa6d47b0c1dad6e5ebc853850a88e5,Meter Stopped/Stuck,4b8e8af61773666d51dbbd5737f83bfe,TRUE,
ZQ,83180b52361cc0c556fa679db6c7dbc5,7/1/21,350e03430c67a78c1328921385a74ece,Meter Stopped/Stuck,d0c52f527418bdc5225d5c2aa8f60d8a,FALSE,
ZQ,e9176182fb50451ef1a3739268c72997,7/1/21,02a51c78900ce00a69556779e75626df,Meter Stopped/Stuck,52fda3e1b3d5b45258cf8908e54bbe8d,FALSE,
ZQ,4b4b0972dfff2c75199deff844dfd359,7/1/21,c2c3af98505b31bdeb2131920dc71e26,Meter Stopped/Stuck,15d5cc7791e3b480e6e3a077dce5d6cd,TRUE,
ZQ,f7821e1272d17ecaa59808f78d36d6e2,7/1/21,d17f79b30a45b74196bde31919a6568b,High Consumption,7642d9a4b86354755ea1ad7b7652c9ed,FALSE,
ZQ,91f1d837bc3601093100878a12f072b6,7/1/21,c5113d1c262d15de79b9e89756873b3e,Meter Stopped/Stuck,7bc40e10ddd1d8709cad6004d8c69925,TRUE,
ZQ,e61739f0b117faf7335f74dc49771cba,7/1/21,1758f6668f4621ea50a09d266845eafe,High Consumption,bc9a0ba0fe4359e7d4801e1bef162860,FALSE,
ZQ,d8ac825c5dc112ac9e6981eeca0ad038,7/1/21,25d84a12a23dd3e7cc204f6a62184caf,Low Consumption,b72ffe7809df74d5b1b0b02d2756eda0,TRUE,
ZQ,655a67aa44d059d9ac9bf2450bbde725,7/1/21,555111a2ac18dd8cf4128b957448cfb5,High Consumption,997860a784efb15f10c54b6d15ec9927,TRUE,
ZQ,9c05d39e962324ab77759e6f748bf0a7,7/1/21,b462e303ac0582ec29a4c0dd0fb21dbd,High Consumption,fc4af88f8fde2df1369ca0ee79ffb697,TRUE,
ZQ,49a3ea146bbc66d84a2383321eacb2c5,7/1/21,254ad61663d8ea1573cb2bf36325118d,High Consumption,409b580e50317eb58efdb382c6063ccc,TRUE,
ZQ,891e1315a26730d8517c2a73dd04f4c5,7/1/21,935e2b47d3e3b1eabbf84578eb99c5e9,Meter Stopped/Stuck,a397590933a630dd661d38885c39d641,TRUE,
ZQ,85dbd4083581873cce3e4a146738c283,7/1/21,8d8788d9892167cc06a38d1be1c51261,High Consumption,f5cf835abd43da9dcd4d90c37c8cf91a,FALSE,
ZQ,2d99e7ec30cde39955a44b36fce6e0ca,7/1/21,d471f3b514b75c602a9d64e00d1b8533,Meter Stopped/Stuck,8dc6bee8df4c534af6b3ec15ca69ff6c,TRUE,
ZQ,0986b53a8526f5421adcd54c659e8c7a,7/1/21,362e8e906f115ef21f8fa5de52c8dffd,Meter Stopped/Stuck,12f4582d8e0f78558cf842d276586573,FALSE,
ZQ,3b46873218994aac9d4ad6a884b5f179,7/1/21,bda2ee870f7b0c1ff5c42f535c5ba6f0,High Consumption,e05fd7b12cf3684bb3b862e853778c94,TRUE,
ZQ,e516171346ab692e24579a1234dc22c1,7/1/21,47ad0b49b4fb937ea36b8880adca9508,Meters Transposed/FixedVice-Versa,7fafcfb0255a0d9d6df4edc64bf86b76,TRUE,
ZQ,4e174659db9a06c0bf8675d67833b2fd,7/1/21,d70848f2049ab8a0161db089a9110943,Meter Stopped/Stuck,6ad70bfef620158b34409b151bd356df,FALSE,
ZQ,7f14d5c395a51bea270ec0531dcd5123,7/1/21,4c93a8cdceaa0e6ea82fef177a4acd9d,High Consumption,b5177b362364782eb6510d38282053c9,TRUE,
ZQ,efc8b7669e95c0711d9e8ec7a8bf5875,7/1/21,6298818e9d1e514c23bd619302bfb5f9,Meter Stopped/Stuck,059a134dad4d178f1c44137c149cc621,FALSE,
ZQ,abc6245e4c17c48b6159ece77f3b4538,7/1/21,cef13fef7d2d8e636e0892625754e1a1,Low Consumption,cf842d79fb085410e248f62e76f56056,TRUE,
ZQ,d620829a84bad6ea7b3972fa8263f834,7/1/21,952c225907570b9300b3e82bc6aaaa09,High Consumption,30b0481c1fb286a78beb44f290def80d,TRUE,
ZQ,0d34fbccbd92e7a394cadff995360ce0,7/1/21,571394d829ede9991448e62ba742de37,High Consumption,67e3e9ec517a97cb2496eda2d709ca5f,FALSE,
ZQ,744f63369429484df6cb9cac27b04248,7/1/21,fd7d8f3493fcefef03a2eca4f51ddca1,High Consumption,ec5f76ba6a3a98ccc0348b9b77002226,TRUE,
ZQ,fbcacb4b0de11b81ec1611907477a340,7/1/21,4da961083b43bb6bb61a375c5a037a36,Low Consumption,b6881a2d538e8bbff2647c01aa389ab9,TRUE,
ZQ,c742f7c4d4b814af74f115a039725e82,7/1/21,43b9b7c6f0dd38502276217d0aacb400,High Consumption,58410d28221936552fbb994ca5e50251,FALSE,
ZQ,1ee8d77f99fb352c29c65019a3f54d63,7/1/21,161e44cd1a9b52694f13bbdc84f6acd5,High Consumption,127cec42d3c5a659ad41894a28473abf,FALSE,
ZQ,53a03593feb3dd06b52289b61e4dba15,7/1/21,2bcd77011f628943db5f99dab811780c,High Consumption,aa88f06bf50b696e3f5d27c760fbf2f2,TRUE,
ZQ,2afb2b24df674fbb6f82796c3b40b42c,7/1/21,1364b53e8f236e483d4532238c4c43ac,High Consumption,17695a79b7c476eb0ea1a01c5a078adc,TRUE,
ZQ,eaf6515936ddd4455b0e777565a1fc07,7/1/21,4a9fe4152840c2c1db0f42fb9cf0ff3f,Low Consumption,a88f47f8c281a843c690082927d85871,TRUE,
ZQ,386a50ddb386ceefd94bfdb581e98702,7/1/21,236e70da0dcc253cdf59dc24e0b2252e,Meter Stopped/Stuck,d4265a6d66d63f8d9d64ea3d5b879811,FALSE,
ZQ,ab37bd662472ba82727bb67d6bc41adc,7/1/21,afc30bebebd66a07a47e0ba13cb34ad1,Meter Stopped/Stuck,aa3740e45868b1ce8ac802273973ad96,FALSE,
ZQ,d85e93ec71bde923de34c0d5016eb005,7/1/21,27eea99f5e1c5fd9bb46c62dd48140c3,Meter Stopped/Stuck,286bca70238afe667a4017fd268d4b98,FALSE,
ZQ,e88d11f7f119990b9b85b45c14efc8c9,7/1/21,0b599569ab401b3a7b8ddf21a98f99cb,Low Consumption,b6b6f6de84616606d7554764b3aa3888,TRUE,
ZQ,3eff9e66cb9ac75c87b994509526b38d,7/1/21,3f6a32d14186db1a7587cf1f6d362bd9,Low Consumption,641dbb0a1c6228d0988a2d03be0cfab0,TRUE,
ZQ,c39dfc6a2471499d22890e98813c780a,7/1/21,d999df6b86ab6a7da9ca674036e7eac2,Meter Stopped/Stuck,59aa4e3c0658eed0486d995f01b45ce9,FALSE,
ZQ,8123c0c45f3656a527d458fc09e2bb5f,7/1/21,40c67f1985913e61200b814cd29b55c6,Meter Stopped/Stuck,af11a9ea5b518592b22736b06ba9cac0,FALSE,
ZQ,e23052eaaa180d96b9e8d8ddd62ef7e1,7/1/21,f32b3fd9dbe7cf8dd45c548f919f9246,High Consumption,f782ca57f27aa6117c60956a10a8b472,FALSE,
ZQ,7e9cbcd51333f9187f908f5868ca1414,7/1/21,c93e956c761ca447bab348c373f99024,Low Consumption,ae67b39b8f97828d47653ee735c8c585,FALSE,
ZQ,2fc0518ad78c9b1f1d54b312b6846016,7/1/21,ed62a91b52caded69b0c319f8a4cf2dc,Low Consumption,8c6258fc068434d1492afea5a264d6f8,TRUE,
ZQ,2c300027c94a7973e2bb74b41652a9d4,7/1/21,f529c1adb18e68b16200c09b825143fb,High Consumption,2d29930b5ca444cdc41de28898edbcf2,TRUE,
ZQ,3cf5f3e56c93b572e776b3fb5557d6b4,7/1/21,c2951e23b2069bc84ad16586b99bddea,Meters Transposed/FixedVice-Versa,026096902a2639b6bc0da52be749b587,TRUE,
ZQ,774106f9c98a854e875ce6e0f8d791d2,7/1/21,845e98a19e081d681b365e8f3ff9bb76,Low Consumption,2bec4e06a4e7f6459a1c4abcb1538f36,FALSE,
ZK,c67c35886c3a487751d3030c05ed7465,7/1/21,0985bdce8e594737f202d3ef1e26d6e3,Meter Faulty,0c33692e04ee66ca0f6a1538bc866aac,TRUE,
ZK,404e7d7acedcc6170c8a384932ad7bfd,7/1/21,fa1e7444f6f4205e78e522ef200c7b54,Others,57a1701b1aef11c1a879085cf9cbabe2,TRUE,
ZK,f5dc2f9b30f42e6d6819aa85223ac2a9,7/1/21,9caf801b56646190e1af6c493ba6121d,Meter Faulty,56c76974594afe7c9015c726319b6b8a,TRUE,
ZK,906be44c9fe802613a88b0c5173a67ca,7/1/21,3cd85d93e304ec07f60557d963a5fff4,Others,c9c090f60ff0fa4bc61170165e3a9416,TRUE,
ZK,eaa0f4eedbe37897b18603f0ac250f50,7/1/21,a7272f495ddabfabc4afd6afca53075f,High Consumption,9ee8cd53182115ebd95d386a9e27f690,TRUE,
ZK,e971b3ae07f2eec979a15a99a829366a,7/1/21,57aa65f3bfe892ee78b00270c5faa356,Others,454c4ef1d332c90ab86f1e9d76dd77ad,TRUE,
ZK,74e7fe9bc2e3733357dda30154289395,7/1/21,f32f8e40bf618ce57451ca657798f7e7,High Consumption,35f6150f54b3683506508dd9d9194644,TRUE,
ZK,98744bb183e4411a3c379b319ccb8d7a,7/1/21,4d1660c0886434055c64e0ec26d7c03b,High Consumption,3a2d312f9d188b1368dd01d149547be6,TRUE,
ZK,8803d0cd8b5d84a5d07bfc849ca59704,7/1/21,7bf8315fd2773ea0c40cbfcf5dc5f052,High Consumption,72942afd64e337ff9b8839e3efb20a73,TRUE,
ZK,d56903e21321753cb89a31c4471eeeb7,7/1/21,f6d09ade315635f35019b72338de171c,Others,d3afd5edd2cfbbbe4a81cac33bdc126a,TRUE,
ZK,6f4be066758f9f7c29d1fef80e65a07f,7/1/21,a9ad8eb2bfd3ba90be62733a777be0a0,High Consumption,f701e79668c31d3def8a920a3c235f42,TRUE,
ZK,467349fbd38317371b5106951560dda7,7/1/21,5ffc3d91d262d05d129ae6aa7e5890e8,High Consumption,2fb5f3ccd9f8b790d011c77675d60b29,TRUE,
