notification_type,notification_no,notification_date,contract_acct,cause_code,meter_no,prediction,probability
ZQ,4c0bdc30ce7a0cb00587d6fd6d06d406,2021-01-03,b713dc068495cc8a7e7beae2e2314efc,Meter Stopped/Stuck,83772074745c09b1f6149599aeb799ab,True,
ZQ,70e094dd62febf3e1a8c93bf4e0295a3,2021-01-03,f2790b5434a9fb7709de7e77fb3ed009,Meter Stopped/Stuck,d3f9648c6c8d045c4ab9e98452c7626f,False,
ZQ,4e9f91c28b6b55b327b14a7ff122e0c1,2021-01-03,6977cbc41c6c11af6c34342129f2a1cf,Meter Stopped/Stuck,762565adbb003fab8f8963693ab6c206,False,
ZQ,922bf80b085ec3dbfbbb097bcbebe99b,2021-01-03,7cc50143176cb4cf59870202c3eef644,Meter Stopped/Stuck,14a8a158b6f1800a42e7c5a36ac61e34,False,
ZQ,121d3c0354af4254e856c2ad03dbca98,2021-01-03,672616f9e64721db82734222e54227ef,Meter Stopped/Stuck,71737d7df530872daf38d61b36d2f4e7,False,
ZQ,eb6d941632798ccd5772e2bcbfa101f8,2021-01-03,a04e4a889c4e55e01f46b79ac56eff44,Low Consumption,52fd61af03ad8cad6a6a4dbafdb044ca,False,
ZQ,dfed480b3260d02c4d088b82f5d80ec5,2021-01-03,8cc5b067323cddfc0cd2bbb92d5dbb9b,Meter Stopped/Stuck,de617121e3a0703faa48c358c214b4af,False,
ZQ,f06c33bd7e01b2a1e447a3275c9aa22c,2021-01-03,2737596a91fc7293e4e9dac1eb95de85,Meter Stopped/Stuck,e75e093f310a6857148bf95c54a83134,True,
ZQ,633f35992504b452a9d372ef0cf06477,2021-01-03,35b63a3ad339f26267293f6e8cc2d915,High Consumption,06e3d3ca61dacdfaa906821f60b1e9c7,False,
ZQ,f791804ac3690ef3dac525150904d7b7,2021-01-03,229d605e41e50a6f345a40343a3d4680,Meter Stopped/Stuck,9532764f8cb42178a5028e074f74b67b,False,
ZQ,06934d12ac291a810d9d10351f1de0b2,2021-01-03,bd98f60b55dd538b1413414ad336746c,Reversed Reading,5793bd1056fc5c078be6b40b0f2fa919,True,
ZQ,f31f8bbcd889ea2b0c7088295c5f84de,2021-01-03,46bf02666371c298cf826e9b83329e91,Meter Stopped/Stuck,c2b27164115ab7b8c26a3da9c0268f86,True,
ZQ,05d9f359f32ea26d198d9e05540bc751,2021-01-03,94580104f472b126efed2cdfc8e3335a,Low Consumption,f7fc2c2a263c6a1066b9231169d128ca,False,
ZQ,535b7e44db80068be03cd1f541b50295,2021-01-03,3759717b6ae782c797c1ac93acefe123,Meter Stopped/Stuck,f46970eb7bef9b422d4a277945aea375,False,
ZQ,aec2f4805201ac559330472a96728ab5,2021-01-03,5c9e62a4e42d0c55e107dcd42880686a,Low Consumption,ea8e774de9b24c83c6d0aeb1e478e617,False,
