notification_type,notification_no,notification_date,contract_acct,cause_code,meter_no,prediction,probability
ZQ,794f8590360ba4df4fad3e99ab577dc6,2021-01-06,513227418d669498a4f5a9b5f0c344e5,High Consumption,7d48ddd8f7e0e11360115278fd0ef43c,False,
ZQ,6a2de60b99011deb0a7c7bbf2b95ba63,2021-01-06,6daced87a55132c8613dc09120096530,High Consumption,015c3fc3ecb2fe15af5ffa50b72c8d1d,True,
ZQ,0717307cc70756cb3db139b2bfd38002,2021-01-06,1f7d866223ae905e8e01bff420a937df,Meter Stopped/Stuck,72c1b14da8674d67ae5e51787a0244e3,False,
ZQ,8662738e616ca3019175aa1af3b31efe,2021-01-06,aa16543c87da3104bae9d0733232826b,High Consumption,9b327f998ea3d4d744c71804a12c0e66,True,
ZQ,e5cfd4e15214a2e5ff0e235cd1437741,2021-01-06,777b41388716478526266ebeca4adc11,Meter Stopped/Stuck,72c12026bc3921206449f2b800241422,False,
ZQ,249823855c24eba40cac0cddfe6c8b75,2021-01-06,aa05fdbe3e3baef5e3fea085a390bc3d,Low Consumption,6a61c3d41f259d2280e2b85e9fd5cbd9,True,
ZQ,25f4e1a1c9262fe3660fff20af4e5fb6,2021-01-06,2363fb137e220831deb8fc01cf5db3e5,Meter Obstructed By Furniture/Goods,723d33865742ec9bb6d582fba1d1f72b,True,
ZQ,3bdd738fca9c65c9f07e899542c09b31,2021-01-06,2f7692c1e3948b428b02431df859b1be,Meter Stopped/Stuck,989d86672b7a32b190ecf9464e27642c,True,
ZQ,33f449fd99ea0ad35dd658302ef87d9c,2021-01-06,fa433fdaa8e9143ca8150bcc0f2762a1,Low Consumption,18d58d5babde5b1b37c5483ac45ed623,False,
ZQ,77a10b9e5ca23a98fa1ea7231b77e9ab,2021-01-06,203b93c65c715b4ca17f58ab508ce0ef,High Consumption,3d3f4f4452c1425c435feebac24696d4,True,
ZQ,a78c53483cd0261ceaf360ded3d27076,2021-01-06,3a5db98cc6b21b7cbae295ac4d6229fe,High Consumption,51c00bd70c85eea34fd6cbfd9c022ea5,True,
ZQ,9d643b857a124f1105503a09ffa36787,2021-01-06,a03d7b07697e4cce64b0f69b1c2a38a5,High Consumption,b46d6e216e284bbcbd9709ebd1d2aeeb,True,
ZQ,b2b6fec4e50c0eb87884c32639780813,2021-01-06,25edd334b5f3d664b389823d3e4b0f0c,High Consumption,4c64e3582c260122638af0a0d4b4a4e9,True,
ZQ,342d713ac401d779a0466a68b131d3fe,2021-01-06,cdd75eca0ece3f1ce639c33c0023dc95,Meter Stopped/Stuck,3411e181bb78916e09b7b7a7d2c7d5c0,False,
ZQ,8c892bc530757b276eb7ef3a5d708b5c,2021-01-06,6f82ee992c661c21beac1d40be892475,Low Consumption,239164b0bf0450e194e82d96fd5ab0fb,True,
ZQ,f582cbdef4ebcaf42fe4912c986f3cbb,2021-01-06,06a04c13b3358e53ec3fc3db4343c8c2,Meter Stopped/Stuck,7c14c7f269e8d45a6b1b37495b3a6416,False,
ZQ,4ac02f711313a18c123bcc0fae471455,2021-01-06,82982de0bc0eda0d3b042d1f048b2235,Low Consumption,c6e81a31125331f84408a292b1ada968,True,
ZQ,cb830ad5d3c41f6f7dfd76810fb94897,2021-01-06,5d828d93040e448be2932c88d22cc025,Meter Stopped/Stuck,96704f4e886b649dbfe84bd363a06b0a,False,
ZQ,f0f240b75cfc2469b8595da5efdbb58a,2021-01-06,60f468b009be2f897ef4f0b941ed4c60,High Consumption,3ba9e648b7caf8dd5c6d65336959877b,True,
ZQ,bce743f3106a2c31ec294a244ce55a22,2021-01-06,30279ef6204f76a10f82a472c4420e78,Meter Stopped/Stuck,33d57cb2950b0a9a6748e67785a06aee,True,
ZQ,3a96c10c6bc7f7e7f03815a64cba2a31,2021-01-06,ef9ea2a4d088d01e35bbeca7c674e5a5,Meter Stopped/Stuck,f078e7ea067b0e4e12b3c81535558fd4,False,
ZQ,108e959aa3c2135adbab6ef6c4e97b8b,2021-01-06,8d82c38db84209a303b9bfef55269dce,High Consumption,8afe62dab11d512427f78e8ef23f4a04,True,
ZQ,ca2480e5fc33b0ab96ee7a49b172fc93,2021-01-06,4ab2f2b7df3048f4ff0e9214389cc4a5,Low Consumption,a14658c12679094214d21176d14c2f57,False,
ZQ,70e36bcbf07c7a8b6f5b7f0b6a958211,2021-01-06,e758282b46283909fe5a60e338d6c42f,Meter Stopped/Stuck,f4230c0ef28f96a905a999959606d46d,True,
ZQ,3dace02727f5d3e30073d4de2848ce2e,2021-01-06,7a90df45c30ece19027a500a88ebddad,High Consumption,770b0212eea6548a864550c0b906d48f,True,
ZQ,1483a4e48c63a37dde1cce708c4890c4,2021-01-06,3ab071060f071584921a91de767a0638,Meter Stopped/Stuck,ad31bbe69b2024ce9d27b6c60a815e7c,True,
ZQ,90ead1eb08b874885e3d62797f90fabe,2021-01-06,bc0cfc10a1930bbd223ab3dd3c25ef83,High Consumption,1d5e7fda40bc3760de2cb70412a2438e,False,
ZQ,d53fa5120592f6a542eb4f1ef4974456,2021-01-06,86cfbfd59324173100c8dbc68f340c6b,High Consumption,47a17611120a9c4d29e011081d69a80b,True,
ZQ,7a1d442b71f9d7f76e6b626ac143be95,2021-01-06,f43d1ece0c529a94696e0e175e0778a1,High Consumption,4770651f0fb97e1e49f4bded81df01a2,True,
ZQ,753dbdfca187c5332183e9ca9d2b948b,2021-01-06,b4132109a3e788d7e5205580e4e5d638,Meter Stopped/Stuck,7fca4a123c8dd57fbb09346a0fba8b7a,True,
ZQ,87546b0861ade652161440e856b6b4dd,2021-01-06,a2688b19bc57255103d629c833287a43,High Consumption,3423f41c5419aa8d3e04bdb39b66906c,True,
ZQ,1a879410efb96522b8a4db5753368983,2021-01-06,1ab87e8b6df28beaffd2777e648695bc,Low Consumption,09f26386b5b07295aef0fa1331fd2a1e,True,
ZQ,d0476c1a1161bb8f1e7542a300d30822,2021-01-06,b1c0436d69dbf2e1ff989adda00d658c,Meter Stopped/Stuck,20ad9c4cd6e3fc32ed6b742031c280a4,False,
ZQ,b7be2ea92d92aab04f7aa62d985e5505,2021-01-06,96e0ed4e6da7decf0165057b431d369e,Low Consumption,315c7d33c0dbd8393242b7a2a377f311,False,
ZQ,55cdc013233ab1cd24fd20cfcfa5451f,2021-01-06,c0475176e50ba837d7d3a02d2ca91f26,High Consumption,a33248ca387282070775c6e8b415d2b7,True,
ZQ,fe49cc78fed7c183c53f5c63265e3e44,2021-01-06,5af1ae22f6dfd917e462f957c2939eb3,Low Consumption,c99e096e0b20c4d60e79659afe73cb4a,True,
ZQ,963f187143edf3716236afaebbb06088,2021-01-06,2290831983cc0df406a98f2ee26b6892,Meter Stopped/Stuck,4bea98e6bc3807ea615c615fc8d6fc40,True,
ZQ,c9876dc631fdad4d0b4084293f933f71,2021-01-06,2d546d45dda1cbae436dad2132de20af,Low Consumption,d01c5c0ad07ad83afb263dfb8ed9543a,False,
ZQ,bf27808cec0558c9aca3c8813ec04c83,2021-01-06,ef9395ef623b08fc0fa73247c11d6d5f,Low Consumption,85c6f81ac291b9dd6249acf5915a0c2a,False,
ZQ,b6153f16f2f2ca86568784efb2bf677a,2021-01-06,4dd168442bb357f62335a960359aa4ad,Low Consumption,c1810639e5b7075f87a5ea6347835a75,True,
ZQ,3083566f248e2a0a137896f867a0e507,2021-01-06,b66c31883cdc8462685fd1614fd05001,Low Consumption,9993fd948e8f72670ff382079b8c354e,False,
ZQ,7d8a6c65146ff7b4b2e9042051c14c8b,2021-01-06,2c1b450abe66bb98dc4c8795550d34a8,High Consumption,671a1d040c901e461d0a4899e7928f96,True,
ZQ,4d687e53d73075793e806ed2adcbd5c3,2021-01-06,5af64e16548619d744bf18b778acc77b,Meter Stopped/Stuck,fa95671f8b6ea81c1e8c79ab6204614f,False,
ZQ,14f54e505e6521932e7cbabea3d2af8b,2021-01-06,0a3c6fe0100cbdd004a27a89260c3b31,Meter Stopped/Stuck,7b34028c4a2a74f0be47e131d1b446b4,True,
ZQ,35538afb0acc11d8a5a30bce89d813cf,2021-01-06,99b637de5f6105a6ea65067489d5b145,Low Consumption,5943987cf650324cdf68b6ff38929d79,False,
ZQ,123ca77bb44e11ab20279441fc533e8e,2021-01-06,40806300f62c7df66a30731c98a9d0ee,High Consumption,ac6ba963b500ba37e05c09f5d7946b96,True,
ZQ,6c5651c477a80b13167b53cc4d84d3cc,2021-01-06,eaf7ff878e4b4dd88cd5817df8d7262b,High Consumption,ad7cc485547151cc51d582ce5305444b,True,
ZQ,fb8295fd728fad36d2180a20c370f58f,2021-01-06,bc35b69939136db540255fb110328c93,Meter Stopped/Stuck,8074b7ef3dbd973523c60434ae257963,False,
ZQ,213f4102f77983f88abd55e3dfb2e1de,2021-01-06,0143ead8b3f65265b3f959f4f0668aff,Low Consumption,ed4f0894afc3443010d8c15269c317ac,False,
ZQ,c56cde4629c33e9e6a2efbe92c6606af,2021-01-06,1b9de3b3d1b5cdd36011927e69464cc5,High Consumption,087655915afc753d40ffcc46e1f95b90,False,
ZQ,eae21705993252b368a8c378e2ebb62c,2021-01-06,a54dc24253512484a50f6a0bcc4f2417,Low Consumption,6f44c712c72c1431379eb057d3eb0168,False,
ZQ,118e3dd8714566261d3e317f90d9602a,2021-01-06,8046e7e7c39d5eb0cacc553a74b984e3,Low Consumption,98a5047c58fbfba5e312a115ec70c008,True,
ZQ,4e09d32c14daa8e4188bb10f561eb6f6,2021-01-06,376f46e41a7360d456c54d374e49cc2e,Low Consumption,e107dc1033a95639970c576496793f5a,True,
ZQ,51beb0cdfec2c592a31d511836c77318,2021-01-06,33ae7f34a09b391293fc13c8841f2a1f,Reversed Reading,8cbbf35118d12389965af5abacc07bf3,False,
ZQ,533443be1cd64fc9609d97c5d3768646,2021-01-06,ea6666954802f6ccbdd27e3e37f7e9dc,High Consumption,bee28183620122f758a7101dbaccf4c4,False,
ZQ,8ecb5975fe100fe94789e9e5e1dd4a1b,2021-01-06,04c9bb3f516820a426479d9b81f2a5a6,High Consumption,7abe368b76f65d64c371d270d994b22b,False,
ZQ,dc24b111c9fa0eb9102c9f027fa5b14a,2021-01-06,d99a651b8926a8a8141c3ef78a1317d3,Meter Stopped/Stuck,f90a2e2a732c91cc0b2dbf2a09b9103b,True,
ZQ,03a35a7a4ff139166e6d9cadac30f2bc,2021-01-06,5779c2150cb74236f9ecafee0872d4a7,High Consumption,dec5c8a0d8f15e3f353e7bd9817fb86a,True,
ZQ,7747a9ac261175b063623f8f4d54bdc0,2021-01-06,c7e13ea82d9787524a7f4e5c3311df6c,Meter Stopped/Stuck,ea7ccebb14f62080549f2c14be4bac64,True,
ZQ,9a3b6073d62545d0bb30d49b3b91e7d9,2021-01-06,1f355f6f138ee8c423127b74cc778913,Low Consumption,17e14e450bcb99c097625fff0e965d77,False,
ZQ,e4966f54aa84b1be72727cbe5794cf5e,2021-01-06,598681f159c9d82472a994c641faf500,Low Consumption,cb8fe71a5334ef0bcaf0210020918d97,False,
ZQ,3caf8f76fc6a2390f9c37ebc7d0e31ac,2021-01-06,8d5195e74f0b2d461feb5dd983f50b12,Meter Stopped/Stuck,fc14d5a83b9b438285a0b443c2f2910e,False,
ZQ,86067e8de868b0bfdff2ec61b71ff1b2,2021-01-06,077823d36211b18a6569c0ebdb941ce7,Meter Stopped/Stuck,43c0085287bccd06cc9c127354f35b42,False,
ZQ,73dec962a0d909644dc1e49608cc5006,2021-01-06,e9c1ff1e91dfc6c8adbe30d41af06b66,Low Consumption,f746f3bea80f9bfcb539c19f5a977e68,True,
ZQ,af623e247ef1c1326bfd256220fa024a,2021-01-06,84be174479824ef125340dd36887b0a2,Meter Stopped/Stuck,18d21f613b4bf27d595c4ec515572128,True,
ZQ,bd6ea35fe1fbee8fd587b014e71928b6,2021-01-06,20c10849b9413775d815f43fe362c840,Meter Stopped/Stuck,0eacb454624ed045b59d42e055e74ad0,True,
ZQ,db9bc341cc3504e715078c974d539b5b,2021-01-06,47d7044a668eee8612a1b90d9a0e6c84,High Consumption,3b06fe414a8ae702819c1d93081fbe28,True,
ZQ,289ec0770d4dd9f0f4dd2e8c31e1355e,2021-01-06,e408dea467a925b56377c491eff209eb,Meter Stopped/Stuck,fdd02b98596d0028572c501b66ccf97a,False,
ZQ,50fbf3567d826029a566658faea8df44,2021-01-06,1a95e3e711733cb33da9fcf25617ea25,Meter Stopped/Stuck,bc78682e51c1356043912ce8c05817f2,True,
ZQ,c0772733f69a731a5adab9ece2e4f89f,2021-01-06,eb5c544303493d9eba056bd1703c3c02,Meter Stopped/Stuck,e313450319906b95c15232d9654a9597,False,
ZQ,93081ef68489600625540ada45691d91,2021-01-06,28f916915af5b0a56ff5ce6bb67326ec,High Consumption,16652a343050e64cc254f4f6ec7abdc4,False,
ZQ,614bb493876cfc373c1244c8d6dd7e9b,2021-01-06,e8a98a014da02789f3825fb5f9754478,Meter Stopped/Stuck,185f5c3ef03db8ee43ef23acd30a992b,False,
ZQ,344946f70a8f843b9c43c99425aaf1f9,2021-01-06,fafd6bbad80622537f6ef294bd7c8e82,Low Consumption,721b9f3bd18648bb440c2fe6d0ab0397,False,
ZQ,c795e996b80e2d25abe40197ad12129d,2021-01-06,e11d4e72e6b6083265f71f7e8cb78532,Meter Obstructed By Furniture/Goods,4bbea3b7278aa53ba5232bc11b5de7a3,True,
ZQ,026ab09f87d689367e7726b2e6516848,2021-01-06,434c743aa1fbc2e88ea1302beada9090,Low Consumption,d4f6e5883b048a3b0216ba5380c1d898,True,
ZQ,cfd8671feb6ef56d6875d51b7d0d7b53,2021-01-06,add83e52e0e551fa82ad1c86da6cc053,Meter Stopped/Stuck,2ad80367abfb455bdb04d1f90c729c4f,True,
ZQ,2cb7c498bca4e25b1ea2c8db8682c685,2021-01-06,0c6fa9f268f1c3e8e8069becc489c33f,Low Consumption,a340753bad272d919b8e2aebae9949b4,False,
ZQ,88e335816f374a89219c1113d87447db,2021-01-06,4a896bd6607e57b8a3565f6a25549c90,Meter Stopped/Stuck,395525b64d78a041a28266644f1d68f8,True,
ZQ,022c68e190f9a6f0b5b30f58734658bc,2021-01-06,95d2878627c79b92604853e19813a123,Low Consumption,0c3cf9076bdcce765c46d1785af91e14,False,
ZQ,afa19814924a019dfd979ee8d773cd40,2021-01-06,0d23489ac16c93e21fda1e01bd0d610a,Meter Stopped/Stuck,1a045addb580948210c134b9d47d3410,False,
ZQ,3b9d35bb488daa79607bd5ca6305dce9,2021-01-06,36b1d2474a3a18e2a6a3dd9d4f8742bb,Meter Stopped/Stuck,8d53fb3345d8641302e6c4d955ea0813,True,
ZQ,294e4cd79d0485b9da1110b7e28cebe4,2021-01-06,797809f75f045684f6f5e7d46c245d76,High Consumption,5e3f5492ef43eb5a64a15e1174f97ac7,True,
ZQ,c37b34be06ca1ec086d5a61064999747,2021-01-06,2589eb2b5341c051038a775f737a1ed4,High Consumption,721ef46ccf3e1d333b3a23b9177852e0,True,
ZQ,c8b8becf4b316e4d9b21dbf57461bb67,2021-01-06,6017fd74f55fedbc1abdebb4b8c1ba8c,High Consumption,f0a7aec4fff58bb3abb6224e5dc2e7f9,True,
ZQ,350ac04d6f3502a0889b7dc495fbcbc1,2021-01-06,91ca7914dce801d4bf1c2652a460be1f,Low Consumption,bc5ad0654ce4e56ae5cd3c08d93d57a7,False,
ZQ,4a967be8394ca3bb057f21caa6394704,2021-01-06,5d9b3c23a6652cf00bed3bc3cd6cc99c,Reversed Reading,c4abfde52b017ca13e7bd19dc47c36f4,True,
ZQ,ec5e9c3b8b93bc84c273f550c84a0052,2021-01-06,a0597721be3fae34ef61c7c36d66a597,High Consumption,63c96c57c50cac7c5f313298503d9631,True,
ZQ,20d29eea2d7d7f4cd605c30f7d0204ac,2021-01-06,7a65f6679a749ae3a97e19296895a55a,High Consumption,23f363d020fb3021d99913a9e750883c,True,
ZQ,0a41ca8c9f4cf0cd3b4b2ac020b63733,2021-01-06,72e9edf089f1f34df0f9a92e3110abe2,Meter Stopped/Stuck,ac1f18dd008a85f7b4875d25b96e8640,True,
ZQ,f00d504f9e95ee05fa7ea4671c8a9b51,2021-01-06,26417dd3856f24995a59e508fc8d918c,High Consumption,8ea47bdad0a1abd770455920f5e15ac0,True,
ZQ,b814c81110b74bc136732b8ac567e70d,2021-01-06,03962b0e29645d850d972865ee3c93cc,Meter Stopped/Stuck,18672ee2fb1d1b981644beaedeacc099,True,
ZQ,a8da2145c16f1ab583ec93bbc180524d,2021-01-06,ee0103586126d822f62cef88a0544268,Meter Stopped/Stuck,c634dc6d696f110a4adb75212104dbe5,False,
ZQ,cf0f6a7f5ea81c59961ef4a1b1fa9e22,2021-01-06,2c8449ad01a586a066de06ea7b019d2b,Meter Stopped/Stuck,658d1c2a2ba42931d40b0f0aed525f51,True,
ZQ,98be793f0988f5a977008180c4036f96,2021-01-06,d75d30010b55606edeb209a6235a2107,High Consumption,11292cf93d47771494a8dc5b515e33cd,True,
ZQ,c479f092fed01663a5aa01ca27d8f44a,2021-01-06,afcd1cd33947a96ccb3c8be91e4e9173,Low Consumption,32bc71de8b4066ff966f794dde9dc342,True,
ZQ,82a32df8e9470248fe12e2885f73a90b,2021-01-06,3208dfc37a1321e67c7ccdc8c00f6a4e,High Consumption,02bff816877eb746d1816ba9dd617ccd,True,
ZQ,b52318bed2a4e3279fee67e4e7325b86,2021-01-06,47f8d9256616802a2d17217455dbbae1,Low Consumption,2b1e0e89f226d813654293e04cf0b963,False,
ZQ,8072170b3065bbe48a5fe1d11a99f5b9,2021-01-06,22bf23f6f9ce90cefb44306372d5bfad,High Consumption,4edb07c6164a5998422810a5fc8f5df1,True,
ZQ,3a78f0d835c7a9f7b0fc0f7412189d47,2021-01-06,295233323179ef79d09701f6f089cbb5,High Consumption,c7b5aa4c323562771ba5987114132000,True,
ZQ,463746b3a900e498c7c78037db78dbae,2021-01-06,58d1daa3ab5ac7bb9f90374f530e526c,Low Consumption,d1dea16b8491147c70f16b9d41619d38,False,
ZQ,6aad304b865453c6cea31410a940c16a,2021-01-06,8846794469d80d2c30e9611342507407,High Consumption,f26c3b0fb7db3e569cc4464d51d018ed,True,
ZQ,e0bafee785c3dab04af82380db03ceb6,2021-01-06,51bdd300bcc0dd5902c2bc8651813c87,Reversed Reading,00d5f2ba69d46b62cff4ce0e542968bd,True,
ZQ,f35bc5a2e805e3f9f9728fa651669ede,2021-01-06,9e27c52d3ca33a09a9ed5fe5fba29bff,Low Consumption,f6c4e9da9274e072f0914969988429ce,True,
ZQ,f4d831fb04fe68c30985fc6a2b1d11b9,2021-01-06,93e3cb291982b6d8b112b45b42bcdd03,Meter Stopped/Stuck,37b04aaf55ccdec1ad667a73ff8c4a51,True,
ZK,651b253ce1c744c2c9f347c80b3b1fca,2021-01-06,9a2de53ca815e7615956ef85da752ae5,High Consumption,64aba8d9a9953f4c29623bf6ad44f0b7,True,
ZK,519c7beef5499a6dd7dd737e7852990c,2021-01-06,356c5b61e5ec0dd568e9942f0d4c34b1,High Consumption,a3caf2c825fc99f01ea23c7a13f7b141,True,
ZK,4e2f8fd76b220b55f286d6d5f4e48a07,2021-01-06,d32dd33d01898ceca9b7b1d03a10dd0b,Others,ceb095797145e8ec0273b45d795fd7c1,True,
ZK,3d7bf6f2f56d0ab564d98544bde66ed9,2021-01-06,aa330f0482eb07d6aff9f4058a029e2d,High Consumption,d5b8aa645d680385c080b1fc59136819,True,
ZK,914e0515e1c6fa7027ae1762ceb796d7,2021-01-06,911b9e47ac673cef337312e362be0eea,High Consumption,b1501cc80b2a6396717f721d6a40c128,True,
ZK,60bfc45dd9873cca74d3d95c3c781f29,2021-01-06,2f0b7ce670daf7efd9cfece6f081ac0e,High Consumption,b0074df67366621989b544e12ff62e7f,True,
ZK,0a6fbbf86710d1bbc76aedb11fccb085,2021-01-06,cc7a8f7d124c24bf8ae25e2c0ef47a40,High Consumption,97b447e1893a8f71f478c89cef61f0e1,True,
ZK,d777dd1c9d7cfdee0911bb3bf243dbd3,2021-01-06,992624c389f467156b868e9a0eb0a0aa,High Consumption,e1ac6700ccab803f6370868ecad40581,True,
